loan_id,age,annual_income,employment_length,home_ownership,credit_score,credit_utilization,num_delinquencies,num_credit_lines,debt_to_income,months_since_last_delinq,loan_amount,loan_purpose,interest_rate,loan_term,default
LN-004072,40,14143.65,0,RENT,616,0.1526,3,7,0.1892,29.7,18800.0,home_improvement,0.1548,60,1
LN-004073,40,36348.6,7,RENT,622,0.5668,0,10,0.65,31.3,27600.0,car,0.1491,36,0
LN-004074,58,67733.1,7,RENT,752,0.2572,0,9,0.238,,8700.0,small_business,0.132,36,0
LN-004075,27,82491.52,1,MORTGAGE,623,0.2429,0,6,0.1407,33.7,29100.0,debt_consolidation,0.1942,36,0
LN-004076,32,201979.97,10,RENT,473,0.082,0,13,0.1436,,5800.0,debt_consolidation,0.2658,36,0
LN-004077,21,119867.06,0,RENT,655,0.1484,0,6,0.3478,,15400.0,debt_consolidation,0.163,36,0
LN-004078,36,57685.06,7,RENT,705,0.12,2,13,0.3164,31.6,31200.0,debt_consolidation,0.1336,36,0
LN-004079,37,30186.52,10,MORTGAGE,764,0.2672,0,12,0.1637,82.2,5500.0,small_business,0.061,60,0
LN-004080,35,136545.95,2,OWN,811,0.444,0,8,0.4089,,10200.0,car,0.0553,60,0
LN-004081,55,41310.08,10,RENT,686,0.4343,0,5,0.2996,,30100.0,car,0.1699,36,0
LN-004082,52,34721.2,7,RENT,732,0.2177,0,6,0.3961,43.9,29900.0,small_business,0.1168,36,1
LN-004083,42,40125.03,7,MORTGAGE,689,0.171,1,11,0.1936,13.3,24700.0,home_improvement,0.1001,60,0
LN-004084,37,24309.61,10,OWN,708,0.5248,0,7,0.2424,,8900.0,debt_consolidation,0.1229,60,0
LN-004085,54,38987.17,5,RENT,665,0.3696,0,10,0.3929,,33500.0,home_improvement,0.1535,36,1
LN-004086,41,44807.69,3,MORTGAGE,710,0.4001,0,7,0.65,23.4,20300.0,debt_consolidation,0.102,60,1
LN-004087,32,79889.04,5,MORTGAGE,621,0.2734,2,4,0.1749,11.8,4500.0,debt_consolidation,0.1562,36,0
LN-004088,21,40828.96,3,RENT,838,0.4428,0,5,0.2326,32.9,34600.0,medical,0.055,36,0
LN-004089,36,24089.33,2,MORTGAGE,488,0.3427,0,8,0.0844,23.3,24700.0,debt_consolidation,0.2431,36,0
LN-004090,51,19687.45,0,MORTGAGE,725,0.0726,0,6,0.3325,,29600.0,home_improvement,0.0925,36,0
LN-004091,69,58439.18,2,RENT,705,0.2557,1,5,0.1081,74.8,30700.0,medical,0.1223,36,0
LN-004092,42,53829.42,7,RENT,709,0.4245,1,8,0.1755,,34700.0,home_improvement,0.0979,36,0
LN-004093,32,36953.38,10,RENT,585,0.0572,0,9,0.2638,75.4,26200.0,medical,0.1817,60,0
LN-004094,27,38930.22,10,RENT,545,0.5095,0,9,0.1839,36.9,11000.0,other,0.2201,36,0
LN-004095,48,65061.75,1,MORTGAGE,728,0.2607,0,6,0.3692,,13500.0,debt_consolidation,0.0829,36,0
LN-004096,21,118696.82,5,MORTGAGE,787,0.2411,1,9,0.4328,5.3,19000.0,home_improvement,0.1127,36,0
LN-004097,48,32270.64,5,MORTGAGE,697,0.4062,0,4,0.2412,,17900.0,debt_consolidation,0.1005,36,0
LN-004098,51,54357.71,1,MORTGAGE,744,0.487,1,8,0.1989,20.8,5600.0,debt_consolidation,0.0573,60,0
LN-004099,47,91579.46,5,RENT,643,0.0852,2,5,0.1254,77.1,8300.0,car,0.156,36,0
LN-004100,39,32348.77,2,RENT,706,0.3548,0,4,0.2512,,7500.0,home_improvement,0.1493,36,0
LN-004101,48,51053.06,10,MORTGAGE,778,0.4435,0,6,0.1928,,27300.0,car,0.055,60,0
LN-004102,44,50372.6,1,RENT,654,0.1233,0,5,0.2113,,15300.0,small_business,0.1302,60,0
LN-004103,32,23464.01,7,RENT,774,0.2344,1,6,0.4425,,4500.0,car,0.0574,60,0
LN-004104,64,57016.69,10,MORTGAGE,549,0.3056,1,9,0.1957,13.5,6000.0,debt_consolidation,0.1668,36,0
LN-004105,37,52518.82,7,MORTGAGE,630,0.4374,0,12,0.1092,75.8,20700.0,debt_consolidation,0.1612,36,0
LN-004106,51,71901.37,1,RENT,723,0.0775,0,12,0.1828,21.7,21400.0,medical,0.1572,60,0
LN-004107,21,25282.51,1,MORTGAGE,832,0.0638,0,7,0.1858,13.4,18800.0,car,0.055,36,0
LN-004108,57,51843.36,10,RENT,681,0.5584,1,10,0.0984,21.3,8500.0,small_business,0.1161,36,0
LN-004109,59,118070.88,0,MORTGAGE,597,0.188,1,5,0.65,,21800.0,home_improvement,0.1878,60,0
LN-004110,42,179243.39,0,MORTGAGE,830,0.3434,0,7,0.1681,35.7,16700.0,home_improvement,0.055,36,0
LN-004111,48,111087.96,10,MORTGAGE,669,0.2364,0,6,0.2423,15.8,8900.0,debt_consolidation,0.1128,60,0
LN-004112,48,25431.84,7,RENT,733,0.2963,0,15,0.3611,75.4,5400.0,debt_consolidation,0.1145,36,0
LN-004113,34,67550.56,7,MORTGAGE,653,0.1671,0,7,0.5068,35.0,7400.0,debt_consolidation,0.1919,36,0
LN-004114,48,38565.45,1,RENT,691,0.2194,0,8,0.3471,,12800.0,car,0.1449,36,0
LN-004115,32,61104.47,3,MORTGAGE,635,0.0573,0,7,0.5303,29.6,25500.0,other,0.1469,60,1
LN-004116,34,32424.51,10,OWN,850,0.0979,0,9,0.1443,68.7,29800.0,debt_consolidation,0.055,60,0
LN-004117,55,18433.33,2,RENT,775,0.249,0,12,0.1899,70.4,13300.0,debt_consolidation,0.0747,60,0
LN-004118,53,41910.42,1,MORTGAGE,821,0.1771,2,8,0.3591,28.1,14500.0,small_business,0.055,60,0
LN-004119,33,79503.92,0,RENT,616,0.2677,0,9,0.201,,21200.0,debt_consolidation,0.184,36,0
LN-004120,33,61254.94,5,MORTGAGE,533,0.1307,0,9,0.1592,,15800.0,debt_consolidation,0.2152,60,0
LN-004121,34,65628.72,2,MORTGAGE,656,0.3077,0,11,0.1797,63.3,10200.0,debt_consolidation,0.1523,60,0
LN-004122,50,58677.42,10,MORTGAGE,850,0.3438,0,4,0.1863,23.3,6000.0,medical,0.055,36,0
LN-004123,30,65690.95,2,MORTGAGE,654,0.0966,0,9,0.1688,13.2,33200.0,car,0.168,36,0
LN-004124,46,70806.57,1,OWN,764,0.3673,0,9,0.2302,,23000.0,car,0.0785,36,0
LN-004125,50,43703.84,10,MORTGAGE,598,0.2354,0,3,0.1132,53.5,27500.0,debt_consolidation,0.196,36,0
LN-004126,40,54161.97,10,OWN,613,0.1609,0,10,0.1337,13.9,20300.0,debt_consolidation,0.1725,60,0
LN-004127,54,146672.14,5,RENT,673,0.2374,0,6,0.3008,70.6,16000.0,home_improvement,0.107,36,0
LN-004128,38,56118.38,10,OWN,848,0.4878,0,7,0.1919,,21500.0,home_improvement,0.055,36,0
LN-004129,39,52867.18,1,RENT,768,0.2765,1,8,0.2438,50.3,33900.0,debt_consolidation,0.1052,36,0
LN-004130,30,54815.63,3,RENT,515,0.147,0,8,0.1803,,26600.0,home_improvement,0.2106,36,0
LN-004131,54,45218.2,1,RENT,733,0.1015,0,10,0.43,21.2,4100.0,debt_consolidation,0.0912,60,0
LN-004132,32,39687.3,3,RENT,588,0.2702,1,9,0.1527,,17700.0,small_business,0.2199,36,0
LN-004133,46,58407.94,7,MORTGAGE,625,0.205,0,10,0.1912,,9800.0,debt_consolidation,0.1317,60,0
LN-004134,41,38046.75,10,RENT,720,0.3699,0,5,0.4055,17.3,19400.0,debt_consolidation,0.1236,36,0
LN-004135,29,47225.58,0,MORTGAGE,791,0.2372,1,7,0.3752,61.6,23700.0,debt_consolidation,0.0798,36,0
LN-004136,34,32070.48,2,RENT,787,0.1711,0,12,0.322,14.2,12300.0,debt_consolidation,0.055,36,0
LN-004137,58,54984.53,10,RENT,706,0.2778,0,5,0.2563,78.7,16400.0,debt_consolidation,0.1029,36,0
LN-004138,44,73168.26,5,OWN,707,0.207,0,8,0.2913,,15800.0,other,0.133,36,0
LN-004139,29,45381.1,2,MORTGAGE,787,0.2327,0,8,0.182,43.4,21600.0,debt_consolidation,0.0748,60,0
LN-004140,45,15443.95,2,RENT,553,0.044,0,9,0.1382,24.2,13100.0,debt_consolidation,0.2215,36,1
LN-004141,40,73439.92,2,MORTGAGE,826,0.0746,1,6,0.3933,54.1,13300.0,debt_consolidation,0.055,60,0
LN-004142,75,55387.56,3,OWN,621,0.2549,0,10,0.353,64.2,3000.0,home_improvement,0.1509,36,0
LN-004143,45,28397.63,3,RENT,700,0.1815,0,10,0.2595,39.6,18100.0,other,0.1241,36,0
LN-004144,37,81958.0,3,RENT,640,0.2254,0,8,0.4441,42.5,11500.0,medical,0.1639,36,1
LN-004145,59,22268.87,3,OWN,587,0.1614,0,8,0.43,44.3,9700.0,other,0.1861,36,1
LN-004146,21,96494.82,3,RENT,716,0.0563,0,7,0.266,,23000.0,home_improvement,0.1161,36,0
LN-004147,43,49790.53,0,RENT,698,0.2607,0,5,0.386,8.0,3900.0,other,0.1404,36,0
LN-004148,65,13209.36,0,RENT,671,0.2888,0,10,0.3131,,21400.0,debt_consolidation,0.1385,36,1
LN-004149,40,57353.99,2,RENT,667,0.2942,3,6,0.3158,20.6,19500.0,small_business,0.1293,60,1
LN-004150,21,40387.86,10,OWN,802,0.1538,1,11,0.1992,9.4,4900.0,other,0.0692,36,0
LN-004151,37,36897.18,7,OWN,850,0.2721,2,9,0.5937,67.9,4900.0,other,0.055,36,0
LN-004152,59,33102.52,0,MORTGAGE,780,0.2067,0,4,0.1621,,33600.0,small_business,0.055,36,0
LN-004153,46,47746.95,3,MORTGAGE,702,0.2444,0,7,0.1488,14.9,12600.0,debt_consolidation,0.104,60,0
LN-004154,31,38518.23,5,MORTGAGE,549,0.1277,0,9,0.357,,2100.0,debt_consolidation,0.2342,60,1
LN-004155,33,16915.5,3,MORTGAGE,730,0.1705,2,9,0.3761,,19900.0,debt_consolidation,0.1132,36,0
LN-004156,35,110551.94,5,MORTGAGE,733,0.2592,0,5,0.645,,21800.0,debt_consolidation,0.1297,36,0
LN-004157,46,44506.27,10,OWN,741,0.2943,1,2,0.0865,26.0,15300.0,other,0.0919,60,0
LN-004158,58,33217.73,0,RENT,588,0.4464,0,6,0.3733,,24400.0,other,0.2063,60,1
LN-004159,54,26185.1,3,RENT,748,0.57,1,11,0.2827,11.0,16000.0,debt_consolidation,0.0865,60,0
LN-004160,47,81833.28,3,MORTGAGE,804,0.6077,1,8,0.5273,34.0,19900.0,debt_consolidation,0.055,60,0
LN-004161,26,23645.8,5,MORTGAGE,601,0.2609,0,8,0.1473,60.4,7200.0,car,0.1586,36,0
LN-004162,26,55848.19,1,RENT,734,0.1851,0,8,0.3935,18.4,34300.0,other,0.0847,36,0
LN-004163,48,36308.63,5,RENT,615,0.1501,1,11,0.1924,17.8,19400.0,home_improvement,0.1685,36,0
LN-004164,25,37599.58,0,MORTGAGE,671,0.1599,0,4,0.1586,24.5,11800.0,home_improvement,0.1614,36,0
LN-004165,39,26578.67,7,MORTGAGE,604,0.1904,0,6,0.5558,77.7,20500.0,car,0.1649,36,1
LN-004166,45,35518.48,5,OWN,651,0.3612,0,9,0.3366,,5900.0,other,0.1371,60,0
LN-004167,28,51807.36,2,MORTGAGE,652,0.0702,0,14,0.417,,33300.0,home_improvement,0.1611,60,0
LN-004168,29,59348.81,10,MORTGAGE,712,0.652,0,9,0.1417,,29600.0,home_improvement,0.129,60,0
LN-004169,40,32165.33,7,MORTGAGE,751,0.5392,0,4,0.4552,,2700.0,home_improvement,0.0939,36,0
LN-004170,48,48797.74,3,MORTGAGE,777,0.3208,2,6,0.2666,1.1,19100.0,debt_consolidation,0.0773,36,0
LN-004171,54,87822.47,10,RENT,627,0.0814,0,5,0.3389,28.9,14200.0,debt_consolidation,0.1522,36,0
LN-004172,49,19004.34,7,RENT,708,0.2238,0,8,0.1718,,29500.0,home_improvement,0.1206,36,0
LN-004173,42,51340.68,1,RENT,592,0.5927,0,13,0.3322,,33600.0,debt_consolidation,0.1554,36,1
LN-004174,33,29130.17,5,OWN,671,0.454,0,6,0.4826,,2300.0,home_improvement,0.1497,36,0
LN-004175,29,27402.5,5,OWN,683,0.6141,0,5,0.2144,,15000.0,other,0.1177,60,0
LN-004176,35,60271.03,5,RENT,606,0.1415,0,8,0.2471,,27200.0,debt_consolidation,0.1582,36,0
LN-004177,46,37154.83,10,MORTGAGE,724,0.1968,1,10,0.4652,,11000.0,other,0.1079,60,0
LN-004178,46,24832.74,3,MORTGAGE,667,0.0727,0,5,0.1214,,26200.0,home_improvement,0.139,36,0
LN-004179,21,114070.27,0,RENT,692,0.1861,0,3,0.4841,,29200.0,home_improvement,0.1566,36,0
LN-004180,32,89505.35,3,RENT,777,0.438,1,11,0.156,78.7,32500.0,medical,0.0986,36,0
LN-004181,56,16165.21,7,OWN,645,0.5613,1,11,0.5159,40.7,35000.0,medical,0.1226,36,1
LN-004182,42,21276.17,2,RENT,748,0.1615,0,10,0.6053,71.1,26700.0,other,0.0872,60,1
LN-004183,24,73576.01,0,MORTGAGE,795,0.1974,0,11,0.1754,59.8,32000.0,debt_consolidation,0.0603,36,0
LN-004184,70,43437.38,2,MORTGAGE,790,0.1647,0,2,0.3647,59.1,6600.0,home_improvement,0.0874,60,0
LN-004185,41,126797.27,5,MORTGAGE,664,0.2986,0,8,0.2447,13.9,32400.0,small_business,0.1616,36,0
LN-004186,46,74592.99,0,MORTGAGE,602,0.2306,0,7,0.3099,53.5,13500.0,other,0.1692,36,1
LN-004187,46,61677.8,2,MORTGAGE,623,0.0436,0,10,0.1292,18.9,34800.0,car,0.1298,36,0
LN-004188,37,27913.97,1,OWN,553,0.4307,0,10,0.1558,,9800.0,medical,0.2066,36,0
LN-004189,33,69207.48,3,RENT,734,0.1527,0,9,0.1914,80.9,19700.0,debt_consolidation,0.0789,36,0
LN-004190,67,23969.6,1,RENT,739,0.4796,0,6,0.1618,63.2,10200.0,home_improvement,0.0701,36,0
LN-004191,54,112774.63,0,RENT,689,0.4303,0,8,0.1709,51.7,6500.0,home_improvement,0.124,60,0
LN-004192,51,66388.77,5,MORTGAGE,569,0.1081,0,10,0.2704,17.1,7900.0,home_improvement,0.1838,60,0
LN-004193,48,31416.91,1,MORTGAGE,650,0.5223,0,7,0.1998,70.6,18000.0,debt_consolidation,0.1384,36,1
LN-004194,29,83517.08,1,MORTGAGE,790,0.4607,0,7,0.2742,33.0,9600.0,car,0.075,36,0
LN-004195,57,197780.86,5,RENT,728,0.6013,1,9,0.3022,74.2,26800.0,other,0.0891,60,0
LN-004196,31,45226.1,0,MORTGAGE,742,0.1876,0,6,0.2607,32.9,23600.0,debt_consolidation,0.084,36,0
LN-004197,45,71700.14,0,OWN,850,0.0537,1,9,0.1392,,29000.0,car,0.055,36,0
LN-004198,22,39771.36,3,MORTGAGE,706,0.4383,1,4,0.2514,,20100.0,other,0.0981,36,0
LN-004199,21,54242.03,2,MORTGAGE,507,0.4233,0,7,0.1613,23.6,22900.0,other,0.2437,36,0
LN-004200,45,20861.47,5,MORTGAGE,591,0.4385,0,8,0.4014,30.7,34700.0,debt_consolidation,0.1784,36,1
LN-004201,32,51517.78,10,MORTGAGE,704,0.5749,1,9,0.0969,3.8,25100.0,medical,0.141,60,0
LN-004202,21,52899.35,3,RENT,681,0.0994,0,4,0.124,61.1,17500.0,medical,0.1102,60,0
LN-004203,48,151660.34,5,MORTGAGE,666,0.1397,0,5,0.1667,55.5,2300.0,car,0.118,36,0
LN-004204,67,17553.32,10,RENT,667,0.066,2,7,0.1455,,3200.0,debt_consolidation,0.0912,36,0
LN-004205,58,43541.51,3,RENT,617,0.0777,0,15,0.2718,44.7,11200.0,medical,0.1835,36,0
LN-004206,38,111621.65,7,MORTGAGE,709,0.1294,0,9,0.3262,61.7,4600.0,home_improvement,0.1066,36,0
LN-004207,42,44575.39,5,RENT,791,0.2451,1,12,0.4219,,19300.0,home_improvement,0.0674,36,0
LN-004208,52,46499.42,5,RENT,818,0.1733,0,6,0.2671,36.2,26000.0,debt_consolidation,0.055,60,0
LN-004209,55,31258.44,10,MORTGAGE,816,0.2499,2,9,0.122,69.8,14400.0,debt_consolidation,0.055,36,0
LN-004210,37,29449.63,0,MORTGAGE,603,0.1298,0,5,0.1506,71.4,4800.0,other,0.1651,36,0
LN-004211,42,17231.39,10,RENT,678,0.4628,0,8,0.2529,70.9,10400.0,other,0.1228,60,1
LN-004212,45,35329.4,3,RENT,654,0.5005,0,4,0.3613,70.5,20000.0,debt_consolidation,0.1664,60,0
LN-004213,48,28463.76,5,MORTGAGE,727,0.1869,0,6,0.2207,,3500.0,other,0.0743,36,0
LN-004214,40,55316.32,3,MORTGAGE,673,0.1684,0,11,0.1901,3.1,3200.0,debt_consolidation,0.1301,60,1
LN-004215,40,32125.3,1,MORTGAGE,661,0.3981,0,9,0.1711,4.0,34800.0,medical,0.1642,36,0
LN-004216,58,38647.81,0,MORTGAGE,796,0.0957,1,11,0.3936,49.3,34300.0,home_improvement,0.055,36,1
LN-004217,56,39288.09,10,MORTGAGE,687,0.2608,4,7,0.1495,40.7,26300.0,car,0.109,60,0
LN-004218,47,50066.17,5,RENT,689,0.1092,0,3,0.4824,44.5,26500.0,other,0.1226,36,0
LN-004219,62,37529.65,10,MORTGAGE,713,0.1245,0,7,0.2272,,19300.0,debt_consolidation,0.1229,36,0
LN-004220,37,27253.26,2,RENT,734,0.1746,0,7,0.3039,,7200.0,home_improvement,0.1054,60,0
LN-004221,61,54255.51,2,RENT,734,0.1666,0,7,0.2379,13.3,9700.0,medical,0.1109,60,0
LN-004222,48,97781.43,2,OWN,804,0.4811,1,8,0.4315,,33400.0,other,0.055,36,0
LN-004223,75,55663.49,1,OWN,577,0.1795,0,7,0.1877,,5200.0,debt_consolidation,0.1934,36,0
LN-004224,27,35742.93,3,RENT,705,0.3039,1,3,0.2222,,11500.0,home_improvement,0.1283,36,0
LN-004225,33,47863.68,10,RENT,671,0.3358,0,11,0.3016,56.2,16000.0,debt_consolidation,0.1086,36,0
LN-004226,47,15057.33,10,OWN,655,0.3419,1,6,0.3811,73.6,33300.0,car,0.1796,36,1
LN-004227,46,47399.09,3,RENT,740,0.1063,1,10,0.3185,,12000.0,debt_consolidation,0.0896,60,0
LN-004228,65,40529.58,2,OWN,783,0.2071,0,3,0.2559,52.2,32600.0,medical,0.055,60,0
LN-004229,33,29434.53,5,RENT,632,0.2763,0,8,0.2017,2.7,24900.0,debt_consolidation,0.1763,36,0
LN-004230,52,32818.28,5,RENT,814,0.3185,0,6,0.1877,,28700.0,small_business,0.055,36,0
LN-004231,55,40290.03,5,RENT,565,0.1663,3,6,0.536,75.9,24700.0,medical,0.2074,36,1
LN-004232,50,93477.4,3,MORTGAGE,727,0.5051,0,17,0.1378,,2400.0,debt_consolidation,0.1169,36,0
LN-004233,30,99234.03,0,RENT,608,0.4382,1,4,0.2657,,8500.0,other,0.1767,60,0
LN-004234,58,29528.91,0,RENT,628,0.0855,1,7,0.2089,,5700.0,small_business,0.1832,36,1
LN-004235,56,37765.59,10,OWN,684,0.2496,1,5,0.1824,,2500.0,other,0.1108,36,0
LN-004236,49,38347.55,7,RENT,648,0.4136,0,8,0.1864,,26500.0,medical,0.177,60,0
LN-004237,44,83761.38,10,MORTGAGE,450,0.3176,0,9,0.1368,,15400.0,other,0.2271,36,0
LN-004238,44,56235.52,2,RENT,728,0.2222,0,8,0.3929,51.2,27800.0,debt_consolidation,0.1179,36,0
LN-004239,41,54484.63,3,MORTGAGE,742,0.2411,1,11,0.1935,68.6,22400.0,debt_consolidation,0.1005,60,0
LN-004240,49,71093.95,2,RENT,667,0.1495,0,10,0.358,70.2,18900.0,small_business,0.1626,36,0
LN-004241,42,36031.61,10,MORTGAGE,660,0.2617,0,11,0.2133,31.6,23900.0,medical,0.1204,60,0
LN-004242,31,116813.27,2,MORTGAGE,650,0.3698,1,6,0.1791,52.0,26100.0,debt_consolidation,0.1502,60,0
LN-004243,29,51480.23,5,OWN,543,0.2569,0,9,0.2804,,24200.0,debt_consolidation,0.2444,36,0
LN-004244,32,30836.44,1,OWN,534,0.1551,0,11,0.5653,14.9,8600.0,debt_consolidation,0.1954,36,1
LN-004245,44,44901.02,0,RENT,744,0.525,0,6,0.2891,,33000.0,debt_consolidation,0.0787,36,1
LN-004246,41,107921.24,1,RENT,765,0.0895,2,7,0.3507,,27500.0,small_business,0.1145,36,1
LN-004247,44,39931.26,3,RENT,727,0.5051,0,11,0.4489,54.5,19200.0,debt_consolidation,0.1385,36,0
LN-004248,48,91101.97,10,MORTGAGE,710,0.1552,0,6,0.4868,41.7,27600.0,car,0.1143,36,0
LN-004249,34,35411.52,10,RENT,742,0.2745,1,14,0.2252,,15700.0,debt_consolidation,0.0585,60,0
LN-004250,59,32552.25,5,MORTGAGE,737,0.2058,0,5,0.2682,,6500.0,other,0.0818,36,0
LN-004251,38,76554.52,3,OWN,617,0.1146,0,9,0.2356,,27300.0,other,0.1399,36,0
LN-004252,36,30504.1,7,RENT,697,0.0809,1,9,0.2646,62.2,32100.0,debt_consolidation,0.1588,36,0
LN-004253,47,84417.01,0,RENT,656,0.1342,1,7,0.4714,,10300.0,small_business,0.1404,36,0
LN-004254,21,63638.61,7,MORTGAGE,657,0.1028,0,7,0.4379,17.4,2700.0,car,0.1264,60,0
LN-004255,32,30511.03,7,RENT,771,0.3059,0,9,0.3278,33.5,10300.0,other,0.0812,60,0
LN-004256,53,49371.78,3,RENT,805,0.0543,0,6,0.3003,35.7,20300.0,home_improvement,0.055,60,0
LN-004257,21,37076.38,0,RENT,492,0.1027,0,5,0.2056,,24000.0,debt_consolidation,0.228,60,1
LN-004258,55,63537.52,1,OWN,659,0.2013,0,12,0.2746,46.8,15300.0,debt_consolidation,0.1417,60,0
LN-004259,60,159959.98,2,MORTGAGE,655,0.4662,1,4,0.2675,,21600.0,debt_consolidation,0.1247,36,0
LN-004260,37,41257.05,10,RENT,772,0.6086,0,6,0.3415,,9800.0,home_improvement,0.055,36,0
LN-004261,45,70987.97,5,RENT,563,0.3216,0,9,0.224,82.5,17800.0,small_business,0.2016,36,0
LN-004262,55,52295.44,3,MORTGAGE,440,0.2828,0,7,0.4261,16.7,26100.0,debt_consolidation,0.28,60,1
LN-004263,36,52283.42,3,RENT,745,0.1065,0,3,0.368,56.7,2800.0,medical,0.0715,36,0
LN-004264,52,46670.94,7,OWN,757,0.3856,0,4,0.1788,5.2,25600.0,small_business,0.1094,60,0
LN-004265,33,30808.61,2,MORTGAGE,537,0.2707,0,9,0.2187,,4700.0,small_business,0.1924,60,1
LN-004266,36,63012.22,0,OWN,670,0.0204,1,7,0.3488,47.3,4900.0,small_business,0.1391,60,0
LN-004267,32,43336.69,5,MORTGAGE,802,0.0958,0,7,0.1481,17.6,14300.0,small_business,0.0646,60,0
LN-004268,46,29945.07,2,OWN,593,0.6567,0,10,0.3214,,2200.0,other,0.1494,60,1
LN-004269,55,94703.28,2,MORTGAGE,688,0.4422,0,9,0.1707,42.8,6100.0,other,0.1075,60,0
LN-004270,39,54688.34,3,MORTGAGE,720,0.0123,1,12,0.2897,48.5,19500.0,home_improvement,0.0936,36,0
LN-004271,26,44942.57,1,RENT,565,0.4235,0,5,0.65,,21200.0,other,0.1873,60,1
LN-004272,29,115154.96,10,MORTGAGE,634,0.2882,0,9,0.2104,39.2,4500.0,medical,0.1702,36,0
LN-004273,46,17125.97,10,MORTGAGE,544,0.3365,1,7,0.4455,68.3,33900.0,debt_consolidation,0.2254,36,1
LN-004274,64,110601.89,10,MORTGAGE,666,0.2705,0,9,0.1836,58.8,21400.0,debt_consolidation,0.1195,60,0
LN-004275,46,30390.56,10,MORTGAGE,616,0.2285,0,3,0.2297,74.8,17200.0,debt_consolidation,0.2013,36,0
LN-004276,37,58508.04,2,RENT,696,0.2355,0,13,0.4649,,17500.0,small_business,0.0945,36,1
LN-004277,51,36212.58,2,RENT,730,0.1515,1,4,0.1122,73.3,11200.0,small_business,0.0916,36,0
LN-004278,39,29619.83,5,RENT,791,0.4595,0,6,0.0827,,16500.0,home_improvement,0.0608,36,0
LN-004279,37,113360.91,0,RENT,850,0.1294,0,10,0.1877,7.3,23500.0,small_business,0.0684,60,0
LN-004280,30,156957.44,10,MORTGAGE,696,0.3999,0,6,0.1408,16.1,34700.0,other,0.1128,60,0
LN-004281,58,45128.29,0,OWN,654,0.0807,0,8,0.4191,,15300.0,other,0.1056,36,0
LN-004282,21,63024.88,3,MORTGAGE,650,0.2373,0,10,0.2008,13.0,29800.0,car,0.1384,36,0
LN-004283,51,53326.82,5,OWN,602,0.0863,0,8,0.1257,17.3,20800.0,home_improvement,0.192,36,0
LN-004284,36,145554.24,10,OWN,715,0.3498,0,7,0.2293,82.1,24500.0,small_business,0.1274,60,0
LN-004285,37,14502.98,5,RENT,640,0.389,0,7,0.3947,,25800.0,home_improvement,0.137,60,1
LN-004286,62,64619.67,5,MORTGAGE,721,0.0463,0,5,0.1647,51.2,2500.0,medical,0.0977,36,0
LN-004287,33,33313.71,2,RENT,605,0.5697,0,12,0.1884,81.2,27900.0,medical,0.1886,36,0
LN-004288,33,12536.77,5,OWN,642,0.3925,1,8,0.358,,11900.0,other,0.1612,36,0
LN-004289,40,41509.68,7,MORTGAGE,714,0.3445,1,5,0.1667,,11500.0,car,0.113,60,0
LN-004290,46,156190.12,3,RENT,670,0.1834,0,6,0.6267,,30800.0,other,0.0961,60,1
LN-004291,36,34765.14,7,RENT,526,0.223,0,10,0.2458,75.6,14600.0,small_business,0.2087,60,0
LN-004292,23,82822.85,0,MORTGAGE,678,0.2059,0,7,0.3257,21.7,17100.0,debt_consolidation,0.1303,60,0
LN-004293,31,105789.16,2,RENT,615,0.2692,0,5,0.1874,,14700.0,small_business,0.1759,36,0
LN-004294,57,51143.05,10,RENT,774,0.4369,0,10,0.2807,6.8,3200.0,small_business,0.0681,36,0
LN-004295,42,55396.59,2,OWN,757,0.1982,0,5,0.6323,11.3,23400.0,small_business,0.0595,36,1
LN-004296,47,18402.12,5,RENT,497,0.307,1,10,0.5303,,20500.0,small_business,0.2404,36,1
LN-004297,38,33533.55,3,MORTGAGE,744,0.4377,0,8,0.256,,26200.0,small_business,0.1102,36,0
LN-004298,34,88805.56,10,MORTGAGE,711,0.2562,1,10,0.1408,,3600.0,other,0.1007,36,0
LN-004299,62,53444.95,1,RENT,561,0.4426,1,8,0.2561,38.8,14800.0,small_business,0.1719,60,1
LN-004300,39,64241.51,2,RENT,750,0.0175,0,7,0.0803,54.1,16600.0,small_business,0.0706,36,0
LN-004301,36,55820.39,10,RENT,577,0.2791,0,9,0.3739,78.5,30400.0,medical,0.1556,36,0
LN-004302,55,191990.73,5,OWN,771,0.0823,0,8,0.166,15.9,8400.0,home_improvement,0.0674,36,0
LN-004303,33,39802.62,5,MORTGAGE,628,0.0306,0,7,0.2627,49.9,6800.0,small_business,0.1586,36,0
LN-004304,34,135029.16,2,RENT,558,0.2518,3,8,0.249,,28800.0,debt_consolidation,0.1941,60,1
LN-004305,42,55831.97,3,MORTGAGE,849,0.4074,0,5,0.4351,25.8,11400.0,debt_consolidation,0.0736,36,0
LN-004306,42,142417.67,10,RENT,556,0.1934,0,10,0.2789,,23400.0,small_business,0.2056,36,0
LN-004307,45,24711.23,5,RENT,615,0.5624,1,11,0.2492,47.5,6600.0,debt_consolidation,0.1641,36,0
LN-004308,67,57571.98,10,RENT,631,0.1228,1,5,0.5597,48.4,15500.0,small_business,0.1553,60,1
LN-004309,46,40692.05,10,MORTGAGE,643,0.3499,0,8,0.4167,,29000.0,debt_consolidation,0.1709,60,1
LN-004310,21,56032.29,5,RENT,735,0.0921,0,13,0.1845,57.9,4300.0,small_business,0.1242,60,0
