age,annual_income,employment_length,credit_score,credit_utilization,num_delinquencies,num_credit_lines,debt_to_income,months_since_last_delinq,loan_amount,interest_rate,loan_term,log_annual_income,log_loan_amount,log_dti,loan_to_income_ratio,monthly_payment_est,payment_to_income,utilization_x_delinq,credit_score_x_utilization,has_delinquency_history,credit_score_bin,dti_bin,age_bin,home_ownership_OWN,home_ownership_RENT,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_medical,loan_purpose_other,loan_purpose_small_business,default
50,159757.93,3,705,0.1149,4,5,0.2656,0.0,2700.0,0.1624,36,11.981421270520949,7.901377353792616,0.23554631803125237,0.01690056950537604,95.24,0.007153823287520062,0.4596,81.00450000000001,0,2,1,2,0,1,0,1,0,0,0,0
47,58053.98,2,584,0.2574,0,8,0.6096,26.1,18100.0,0.2065,36,10.969145771560143,9.803722464346553,0.475985700923283,0.3117787962169002,678.67,0.14028392196366207,0.0,150.32160000000002,1,1,3,2,1,0,0,0,1,0,0,1
54,66274.79,3,628,0.2634,0,6,0.1308,0.0,23600.0,0.1605,36,11.10157995111636,10.069044362997353,0.12292534683729822,0.35609316906172017,830.29,0.15033589695267235,0.0,165.41520000000003,0,1,0,2,0,1,1,0,0,0,0,0
27,79951.61,5,764,0.0984,0,6,0.65,0.0,18700.0,0.0674,60,11.289189363132628,9.83633227734872,0.5007752879124893,0.23389147510600475,367.99,0.05523190840059381,0.0,75.1776,0,3,3,0,0,1,0,1,0,0,0,0
53,37829.93,2,690,0.215,0,8,0.117,14.4,21800.0,0.0958,36,10.540882300988661,9.989711119284745,0.11064652008706366,0.5762632920547303,699.13,0.22177043415094871,0.0,148.35,1,2,0,2,0,0,0,0,0,1,0,0
46,55712.44,10,690,0.4853,0,6,0.2515,0.0,7100.0,0.126,36,10.927976689448126,8.867990898182093,0.22434283188969184,0.12744011929831112,237.86,0.05123308187543033,0.0,334.857,0,2,1,2,0,0,1,0,0,0,0,0
29,23380.81,3,576,0.3318,1,6,0.2167,0.0,32900.0,0.188,60,10.05971364862493,10.401258331428318,0.19614227581126634,1.407136878491378,849.83,0.4361679514097245,0.3318,191.11679999999998,0,0,1,0,0,0,0,0,0,0,1,1
21,32890.9,10,726,0.1142,0,7,0.2467,36.8,8600.0,0.1277,36,10.400981705833216,9.059633754551479,0.22050006036879222,0.2614704979188772,288.82,0.10537382680315832,0.0,82.9092,1,2,1,0,0,1,1,0,0,0,0,0
47,58011.59,5,567,0.314,0,6,0.1674,0.0,11700.0,0.2449,36,10.968415334938015,9.367429587218957,0.1547790537875536,0.20168383593692227,462.04,0.09557538416030315,0.0,178.038,0,0,1,2,0,1,0,1,0,0,0,0
29,64009.5,1,560,0.1692,0,11,0.65,0.0,19200.0,0.2325,36,11.066802411385028,9.862717639992917,0.5007752879124893,0.29995547535912637,745.73,0.13980362289972584,0.0,94.752,0,0,3,0,0,1,0,0,0,0,1,1
34,34125.48,3,733,0.0547,1,13,0.2408,4.7,25500.0,0.106,36,10.437828901510182,10.146472946063877,0.215756332880192,0.7472422365927159,830.02,0.29187105939608754,0.0547,40.0951,1,2,1,1,0,0,1,0,0,0,0,0
35,87701.17,10,746,0.2195,1,1,0.1651,6.3,14700.0,0.0832,36,11.381701921497719,9.595670797663967,0.1528069202437584,0.1676146395766442,462.82,0.06332686325621426,0.2195,163.747,1,3,1,1,1,0,0,0,0,0,0,0
21,28678.82,3,616,0.1321,1,8,0.4066,0.0,10800.0,0.1507,36,10.263949018543235,9.287394001418473,0.3411754448917808,0.37658453172062173,374.76,0.15680979900846687,0.1321,81.3736,0,1,2,0,0,1,0,0,1,0,0,1
50,61190.19,10,692,0.2032,0,4,0.1751,0.0,32700.0,0.1103,60,11.021758503889645,10.39516093745751,0.16135325035775827,0.5343993865683372,711.47,0.13952628681166052,0.0,140.6144,0,2,1,2,0,0,1,0,0,0,0,0
48,111087.96,10,669,0.2364,0,6,0.2423,15.8,8900.0,0.1128,60,11.618086600753209,9.093918908958932,0.2169645002374942,0.08011669311417727,194.75,0.021037383349194638,0.0,158.1516,1,1,1,2,0,0,1,0,0,0,0,0
37,52764.18,5,664,0.173,0,4,0.65,25.3,32700.0,0.1397,36,10.873606782451594,10.39516093745751,0.5007752879124893,0.6197386181307091,1117.13,0.2540655421916914,0.0,114.87199999999999,1,1,3,1,1,0,0,0,0,1,0,1
38,109245.34,7,551,0.0583,0,11,0.303,11.0,30000.0,0.1743,60,11.601360611252495,10.308985993422082,0.26466929814270806,0.27461125572953504,752.53,0.08266128330965879,0.0,32.1233,1,0,2,1,0,0,0,0,1,0,0,0
42,94070.35,1,716,0.3826,0,8,0.2633,73.2,17200.0,0.1285,36,11.451808815878223,9.75272280064639,0.2337273448538547,0.18284188376039845,578.29,0.07376904625102382,0.0,273.9416,1,2,1,2,0,1,1,0,0,0,0,0
56,36958.82,5,731,0.3954,0,8,0.2723,0.0,19200.0,0.083,60,10.517586655613892,9.862717639992917,0.24082628616651766,0.5194971051564958,392.07,0.12729951876169207,0.0,289.0374,0,2,1,2,0,0,1,0,0,0,0,0
37,180345.26,10,655,0.2599,0,9,0.65,57.7,23200.0,0.1451,36,12.102633948661712,10.05195066017375,0.5007752879124893,0.1286421389727681,798.68,0.0531433983903985,0.0,170.23450000000003,1,1,3,1,0,0,0,1,0,0,0,0
42,52322.34,10,569,0.2201,0,7,0.2888,71.5,28300.0,0.1474,36,10.865197822014016,10.250652418696085,0.2537115528806276,0.5408779500305224,977.43,0.22417116665653716,0.0,125.23689999999999,1,0,1,2,0,1,0,0,0,0,1,0
42,68010.1,3,703,0.0805,0,3,0.1409,0.0,27300.0,0.1196,36,11.12742620613093,10.214678610538817,0.1318174246201866,0.40141096690050443,906.23,0.1598991914436238,0.0,56.5915,0,2,0,2,0,0,1,0,0,0,0,0
39,112148.44,7,755,0.0535,0,8,0.4993,0.0,29500.0,0.0647,36,11.62758754662336,10.292179440058462,0.4049983325187204,0.26304422959427703,903.74,0.09670112219126722,0.0,40.3925,0,3,3,1,0,1,0,0,0,1,0,0
48,121622.81,1,781,0.633,0,13,0.4445,55.8,10200.0,0.055,36,11.708688035267778,9.23024103368252,0.3677632409241529,0.08386584720415521,308.0,0.03038903639868212,0.0,494.373,1,3,2,2,0,1,0,1,0,0,0,0
21,213326.15,10,650,0.7501,0,8,0.207,21.0,10100.0,0.1491,60,12.27058218187269,9.220389707829185,0.18813794211539445,0.04734534420651196,239.8,0.013489204206797903,0.0,487.565,1,1,1,0,1,0,0,0,1,0,0,0
45,20351.93,3,591,0.1791,1,13,0.1016,29.7,13400.0,0.1926,36,9.920980160850547,9.503084610020228,0.09676366843230803,0.6584142142784493,492.95,0.2906554808315477,0.1791,105.8481,1,1,0,2,1,0,1,0,0,0,0,0
44,11780.19,2,806,0.462,0,5,0.3945,67.2,28700.0,0.0753,36,9.374259470779256,10.264687244346277,0.3325359280854066,2.4362934723463714,893.14,0.9098053596758626,0.0,372.372,1,4,2,2,0,0,1,0,0,0,0,1
47,56242.77,3,541,0.2475,0,10,0.253,0.0,6500.0,0.2104,60,10.937450558377261,8.77971129020447,0.22554067591393126,0.115570410205614,175.99,0.03754935967769724,0.0,133.8975,0,0,1,2,0,1,1,0,0,0,0,0
42,20714.0,5,492,0.2266,0,16,0.4376,0.0,6200.0,0.2206,36,9.938613354511503,8.732465848349879,0.36297505648721223,0.29931447330308003,236.97,0.13728106594573716,0.0,111.4872,0,0,2,2,0,1,0,1,0,0,0,1
42,22405.73,2,809,0.259,0,8,0.0649,71.7,11500.0,0.055,36,10.017116639146712,9.350189267092581,0.06288089803920104,0.5132615630019642,347.25,0.1859792115677552,0.0,209.531,1,4,0,2,0,1,1,0,0,0,0,0
22,46325.69,3,514,0.1585,0,8,0.4074,76.4,35000.0,0.1699,36,10.743473531869675,10.463131911491967,0.3417440305503115,0.7555203171285738,1247.67,0.3231908688246198,0.0,81.469,1,0,2,0,1,0,0,0,1,0,0,1
39,161299.5,1,707,0.2005,1,5,0.2852,0.0,3200.0,0.1478,60,11.991024363922508,8.071218539969863,0.2509143482595663,0.019838871168230528,75.76,0.005636223298894293,0.2005,141.7535,0,2,1,1,0,0,1,0,0,0,0,0
23,59232.3,1,680,0.1392,0,4,0.2972,21.3,19100.0,0.1171,36,10.989239162728273,9.857495968685136,0.26020809545102586,0.3224591987817458,631.75,0.12798760135939344,0.0,94.65599999999999,1,2,1,0,0,1,1,0,0,0,0,0
51,42092.62,1,690,0.4419,2,10,0.2787,0.0,22600.0,0.1266,36,10.647651464243536,10.025749432069084,0.24584393683498554,0.5369112210168908,757.79,0.21603501991560511,0.8838,304.911,0,2,1,2,0,1,0,0,0,1,0,1
61,35731.32,1,686,0.1331,1,2,0.1844,13.7,27200.0,0.1161,60,10.483810880339671,10.211009016314167,0.16923631724529917,0.7612369204384277,599.7,0.20140313875893753,0.1331,91.3066,1,2,1,3,0,0,1,0,0,0,0,0
48,56722.49,1,850,0.4431,0,6,0.2272,72.3,28400.0,0.055,36,10.945943689637497,10.254179634797001,0.20473515163085468,0.500683238694211,857.56,0.1814222189470173,0.0,376.635,1,4,1,2,0,0,1,0,0,0,0,0
41,130549.47,5,653,0.2763,0,7,0.1859,56.0,3800.0,0.1414,36,11.779515174273993,8.24301946898925,0.1705019799886125,0.029107739770984898,130.13,0.01196144266231031,0.0,180.4239,1,1,1,1,0,1,1,0,0,0,0,0
46,44552.9,1,739,0.4571,2,11,0.65,0.0,9000.0,0.0942,36,10.704454971154913,9.105090961257085,0.5007752879124893,0.20200705229064775,287.96,0.07755993437015322,0.9142,337.7969,0,2,3,2,0,0,0,0,1,0,0,1
44,37230.87,5,676,0.2723,0,9,0.3039,1.8,17800.0,0.1589,60,10.524920393915865,9.787009914477434,0.2653597734472895,0.47809787952846655,431.82,0.13918127618290949,0.0,184.07479999999998,1,2,2,2,0,1,0,0,0,1,0,0
36,30372.45,10,686,0.1646,2,9,0.2327,0.0,23200.0,0.1559,36,10.32132415053425,10.05195066017375,0.20920688557533668,0.7638501339207078,810.95,0.32040220660499896,0.3292,112.9156,0,2,1,1,0,0,0,1,0,0,0,1
42,36969.19,2,795,0.2937,0,11,0.1429,55.5,5100.0,0.0918,60,10.517867191219608,8.537191877922927,0.1335688919214152,0.13795271143349366,106.31,0.03450765353528168,0.0,233.4915,1,3,0,2,0,1,1,0,0,0,0,0
42,75851.8,1,684,0.1385,0,7,0.2943,66.8,15100.0,0.1316,36,11.236549899059082,9.62251624577579,0.2579700084662554,0.1990724017096496,509.94,0.0806741567108493,0.0,94.73400000000001,1,2,1,2,0,1,0,1,0,0,0,0
47,113528.47,10,697,0.4992,0,8,0.3853,11.9,17400.0,0.1251,36,11.63981772977809,9.76428295481558,0.3259167226816963,0.1532655200937703,582.18,0.0615366348194422,0.0,347.94239999999996,1,2,2,2,0,0,0,0,0,1,0,0
37,70877.24,10,521,0.0593,0,9,0.2618,0.0,34400.0,0.2113,36,11.168718754270902,10.445840912706414,0.23253927295457202,0.4853462126911262,1298.32,0.21981442843993357,0.0,30.8953,0,0,1,1,0,1,0,1,0,0,0,0
57,62464.97,2,819,0.2789,1,9,0.3928,60.5,7900.0,0.055,60,11.042377207441431,8.974744612722734,0.3313161094718422,0.12647088440128923,150.9,0.028989047781500576,0.2789,228.4191,1,4,2,3,0,1,1,0,0,0,0,0
43,13661.49,3,799,0.4553,2,7,0.3868,0.0,4200.0,0.0659,36,9.522409400554059,8.343077871169383,0.32699893482873127,0.30743352299053767,128.9,0.11322337460994372,0.9106,363.7847,0,3,2,2,0,1,0,0,1,0,0,0
31,32695.34,10,655,0.1961,0,5,0.1472,42.8,21700.0,0.0854,60,10.395018424015591,9.985113621416073,0.13732419086321887,0.6637031454635431,445.63,0.16355725311313477,0.0,128.4455,1,1,0,1,0,1,0,0,0,1,0,0
54,139556.85,10,750,0.487,0,11,0.1636,45.4,16600.0,0.0665,36,11.846234489621711,9.717218213494077,0.15151864763890951,0.11894794128700956,509.91,0.0438453576445728,0.0,365.25,1,3,1,2,0,0,1,0,0,0,0,0
24,54503.46,10,796,0.2832,0,7,0.2908,40.1,13200.0,0.0577,36,10.906037812165431,9.488047863280759,0.25526218119566974,0.24218645935505748,400.2,0.08811183730354,0.0,225.4272,1,3,1,0,0,0,0,0,0,1,0,0
59,133854.74,5,540,0.1656,0,10,0.2466,68.9,13700.0,0.1876,60,11.80451793185419,9.525224101853109,0.22041984539261317,0.10234975616104444,353.58,0.031698242438033944,0.0,89.42399999999999,1,0,1,3,0,1,0,0,0,0,0,0
45,60121.17,5,680,0.2413,2,11,0.2054,35.5,12700.0,0.1297,36,11.004133937693233,9.44943600950432,0.18681146206680668,0.21124006735065204,427.73,0.08537358803895534,0.4826,164.084,1,2,1,2,1,0,0,0,0,0,1,0
30,28721.57,5,674,0.233,0,11,0.443,0.0,12900.0,0.1463,36,10.265438503838311,9.465060106725137,0.36672427979173383,0.4491397928455861,444.85,0.18586031334638045,0.0,157.042,0,2,2,0,1,0,0,1,0,0,0,0
62,16691.83,5,801,0.2407,0,6,0.1909,0.0,31500.0,0.0879,36,9.72273456489411,10.357774570341576,0.17470932379181306,1.8871507797527292,998.62,0.7179224806387317,0.0,192.8007,0,4,1,3,1,0,0,0,0,1,0,0
47,45369.58,10,594,0.1235,0,12,0.1372,60.9,23200.0,0.1934,60,10.722619156354124,10.05195066017375,0.12856910079470765,0.5113558468030782,606.17,0.1603285725810113,0.0,73.359,1,1,0,2,1,0,1,0,0,0,0,0
49,35206.85,2,671,0.1893,1,7,0.105,0.0,6400.0,0.1341,60,10.469024348086487,8.764209507142004,0.09984533496971613,0.18178280647089984,146.97,0.05009366075067778,0.1893,127.02029999999999,0,2,0,2,1,0,1,0,0,0,0,0
36,41206.53,2,573,0.2559,0,14,0.4411,0.0,29300.0,0.1885,60,10.626376285628057,10.285376924115587,0.36540671086217885,0.7110523501978934,757.64,0.22063687478659327,0.0,146.63070000000002,0,0,2,1,0,1,0,1,0,0,0,1
47,63287.29,7,619,0.2024,0,8,0.2681,0.0,6000.0,0.1568,36,11.055455598918012,8.699681400989514,0.23751971725871687,0.09480576589707032,210.0,0.03981842167676954,0.0,125.2856,0,1,1,2,0,0,1,0,0,0,0,0
54,48042.65,5,670,0.2577,0,5,0.173,30.8,27500.0,0.0923,36,10.779865251659086,10.221977646629885,0.1595645696713384,0.5724080582565699,877.44,0.21916526253235408,0.0,172.659,1,1,1,2,0,1,0,0,0,1,0,0
25,104897.66,2,688,0.4131,0,5,0.33,58.0,19000.0,0.1631,36,11.560750020232256,9.852246888342531,0.2851789422336624,0.18112892127431632,670.9,0.07674909049448768,0.0,284.2128,1,2,2,0,0,0,0,0,0,0,1,0
37,26729.9,10,568,0.2747,1,4,0.3097,0.0,8800.0,0.2363,36,10.193575478599811,9.082620630373812,0.2697981033532202,0.3292193386432422,343.54,0.15422728854204468,0.2747,156.0296,0,0,2,1,0,0,1,0,0,0,0,1
58,29650.12,5,641,0.3612,0,8,0.2713,62.3,27300.0,0.1524,60,10.297255177742805,10.214678610538817,0.2400399989739397,0.9207382634539085,652.91,0.2642458108095347,0.0,231.5292,1,1,1,3,1,0,0,1,0,0,0,0
53,258555.94,0,616,0.1938,1,8,0.1669,10.1,29000.0,0.1847,36,12.462871219467608,10.275085591132715,0.15435065982992455,0.11216141466330265,1055.27,0.04897679009037657,0.1938,119.3808,1,1,1,2,0,0,0,1,0,0,0,0
50,34149.51,10,679,0.195,0,6,0.1814,1.7,15300.0,0.1312,36,10.438532799001626,9.635673464721814,0.1667001758909978,0.4480298546011348,516.4,0.1814608760125694,0.0,132.405,1,2,1,2,1,0,0,1,0,0,0,0
53,72663.25,10,791,0.2123,0,10,0.2157,7.3,29000.0,0.0638,36,11.19360479566936,10.275085591132715,0.19532004257961122,0.3991013338929927,887.24,0.1465235865447802,0.0,167.92929999999998,1,3,1,2,0,1,0,0,0,0,1,0
47,42093.17,0,679,0.2656,0,4,0.6375,47.7,27100.0,0.1211,36,10.647664530271282,10.207325906555994,0.4931706885272699,0.6438099102538488,901.53,0.2570098664462667,0.0,180.3424,1,2,3,2,0,0,1,0,0,0,0,1
34,81457.95,5,649,0.295,0,10,0.2776,0.0,29700.0,0.1505,60,11.307854491357483,10.298935994257638,0.24498331791866562,0.3646052963522898,707.34,0.10420198396841562,0.0,191.45499999999998,0,1,1,1,0,0,1,0,0,0,0,0
32,18412.86,3,760,0.5422,0,14,0.2283,66.9,16000.0,0.1055,36,9.82085892090806,9.680406499268875,0.20563109956291165,0.8689578913867807,520.42,0.3391672993766313,0.0,412.072,1,3,1,1,1,0,0,0,1,0,0,0
44,45327.61,2,665,0.3471,1,10,0.1577,0.0,9500.0,0.1846,36,10.72169367944533,9.15915233520675,0.14643527822954572,0.20958528367147528,345.64,0.09150449361878996,0.3471,230.82150000000001,0,1,1,2,0,0,0,1,0,0,0,0
42,55082.99,1,563,0.651,0,11,0.1642,0.0,8900.0,0.1691,36,10.91661439030608,9.093918908958932,0.15203415585549812,0.16157438076618572,316.91,0.06903982518015091,0.0,366.51300000000003,0,0,1,2,0,0,0,0,1,0,0,0
37,35745.08,1,639,0.2233,2,16,0.269,56.3,30500.0,0.1492,36,10.484195891760464,10.32551474894327,0.23822918873225063,0.8532642814060004,1056.1,0.3545438980693287,0.4466,142.6887,1,1,1,1,0,1,0,0,0,0,0,0
60,57619.15,5,785,0.1309,0,8,0.3677,0.0,5200.0,0.0879,36,10.961627611897887,8.556606193773073,0.3131304969053684,0.0902477735266834,164.85,0.0343323356904779,0.0,102.75649999999999,0,3,2,3,0,0,1,0,0,0,0,0
33,48193.74,7,734,0.3324,0,15,0.5891,36.5,23900.0,0.1073,36,10.783005165453025,10.081675578048475,0.4631678182364536,0.49591502962832934,779.4,0.1940666982890309,0.0,243.9816,1,2,3,1,0,1,0,0,1,0,0,0
33,245737.87,10,665,0.1022,0,7,0.2206,63.8,23900.0,0.1509,60,12.412024747055003,10.081675578048475,0.1993425411282575,0.0972581067785767,569.71,0.027820376240747915,0.0,67.963,1,1,1,1,0,1,0,0,0,0,1,0
36,24925.56,3,754,0.2679,0,6,0.3995,27.9,29900.0,0.0925,60,10.123689180634797,10.305647203635566,0.33611502997337117,1.1995718451260473,624.31,0.3005637586477495,0.0,201.99660000000003,1,3,2,1,0,0,0,0,0,1,0,1
41,46267.71,3,654,0.1831,0,6,0.5644,0.0,33300.0,0.1287,36,10.74222120167665,10.413342705547674,0.447502363899222,0.7197244039093355,1119.92,0.2904626142076191,0.0,119.74740000000001,0,1,3,1,0,0,1,0,0,0,0,1
40,73267.92,3,787,0.1265,2,5,0.2967,45.7,32100.0,0.055,60,11.201891787042644,10.376642461280849,0.25982257557270155,0.43811807404932473,613.15,0.10042321387040877,0.253,99.5555,1,3,1,1,0,1,0,0,0,1,0,0
33,20497.45,7,622,0.2301,0,7,0.2136,0.0,2400.0,0.131,60,9.92810455251184,7.783640596221253,0.19359114905218544,0.11708773530365972,54.73,0.03204105876584648,0.0,143.1222,0,1,1,1,1,0,0,0,0,0,1,0
48,42135.25,3,555,0.4211,1,9,0.3297,0.0,17600.0,0.2038,36,10.648663694314411,9.77571099759397,0.28495335288052315,0.41770251748832626,657.49,0.18725129197049975,0.4211,233.7105,0,0,2,2,1,0,0,0,1,0,0,1
21,44297.8,1,758,0.3026,3,8,0.2704,0.0,24500.0,0.0687,60,10.698712867630222,10.106469212026385,0.2393318115107342,0.5530748705353313,483.63,0.13101237533240928,0.9077999999999999,229.37079999999997,0,3,1,0,0,0,0,0,0,0,1,0
43,48162.54,1,639,0.7806,1,8,0.4158,64.1,20200.0,0.143,60,10.782357582264732,9.913487387114461,0.34769474235795184,0.4194130957378909,473.17,0.11789328386750367,0.7806,498.80339999999995,1,1,2,2,0,1,0,0,0,1,0,1
42,45098.99,7,693,0.1947,0,10,0.1887,20.9,3700.0,0.1156,36,10.716637303761255,8.216358332386156,0.1728602730044416,0.08204174860678698,122.12,0.0324938540752243,0.0,134.9271,1,2,1,2,0,0,0,0,0,1,0,0
32,55214.73,0,579,0.4501,0,9,0.4187,76.5,24000.0,0.1762,36,10.91900315543884,10.085850775128717,0.34974095933580274,0.43466661885333857,863.09,0.18757820603306402,0.0,260.6079,1,0,2,1,0,1,0,1,0,0,0,1
39,47889.83,2,783,0.0375,0,4,0.3465,0.0,17500.0,0.0831,60,10.77667932457089,9.770013301136158,0.2975086332695165,0.36542205307473424,357.44,0.08956557164642263,0.0,29.362499999999997,0,3,2,1,0,1,0,0,0,0,0,0
38,34846.36,1,590,0.4002,0,8,0.1177,68.7,27900.0,0.1672,36,10.458732660091128,10.236417809461043,0.11127300240942878,0.8006575148738634,990.83,0.34121096148923447,0.0,236.118,1,1,0,1,0,0,0,0,0,1,0,1
57,33219.68,1,736,0.317,0,8,0.3896,49.8,5500.0,0.0765,36,10.410927852554416,8.612685172875459,0.32901593594475814,0.1655645087490307,171.46,0.06193677964387375,0.0,233.312,1,2,2,3,0,0,1,0,0,0,0,1
43,26418.44,0,556,0.153,1,10,0.1747,0.0,33700.0,0.1951,36,10.181855381788088,10.425282789490705,0.16101279584770323,1.275624147375848,1244.01,0.5650644019858857,0.153,85.068,0,0,1,2,0,1,1,0,0,0,0,0
39,32054.37,10,644,0.1038,1,9,0.305,0.0,6600.0,0.1476,36,10.375219999015792,8.79497643168877,0.26620304077465673,0.20590016275471956,228.02,0.08536246383878393,0.1038,66.8472,0,1,2,1,0,1,0,0,0,1,0,0
49,34626.88,0,529,0.0985,0,15,0.223,13.3,9000.0,0.2166,36,10.45241441692594,9.105090961257085,0.20130685670503531,0.25991368555295774,342.13,0.11856569231764456,0.0,52.106500000000004,1,0,1,2,0,0,0,0,0,0,1,1
46,36577.64,10,825,0.2854,2,13,0.2743,14.3,12700.0,0.0571,36,10.507219742467486,9.44943600950432,0.24239700823609642,0.34720665411983936,384.69,0.12620497112443557,0.5708,235.45499999999998,1,4,1,2,1,0,1,0,0,0,0,0
21,19832.98,10,663,0.0869,2,9,0.1296,0.0,20100.0,0.139,36,9.895151907376095,9.908524844053396,0.12186358775684057,1.0134634331300691,685.99,0.41506016745844554,0.1738,57.614700000000006,0,1,0,0,0,1,0,0,1,0,0,0
57,32046.97,10,798,0.3252,0,4,0.3768,1.6,34300.0,0.0593,36,10.374989121809305,10.442929787247998,0.3197619659151926,1.070303994418193,1042.38,0.39031958403555783,0.0,259.5096,1,3,2,3,0,1,0,0,0,0,0,0
21,26720.24,1,674,0.2018,0,4,0.3251,8.0,19500.0,0.1465,60,10.19321403375943,9.87822102528824,0.2814879282884534,0.7297838642167884,460.33,0.20673317305533181,0.0,136.0132,1,2,2,0,0,1,1,0,0,0,0,0
56,30997.75,1,656,0.1804,0,7,0.1865,21.7,26600.0,0.14,36,10.34170216007366,10.188704088048116,0.1710077968936812,0.858126799525772,909.12,0.3519429636021969,0.0,118.3424,1,1,1,2,0,1,0,0,0,0,1,0
60,47758.22,5,518,0.2903,1,5,0.1039,12.6,8500.0,0.2227,36,10.773927416274828,9.04793908261736,0.09884936404216896,0.17797983258170005,325.81,0.08186486012250875,0.2903,150.3754,1,0,0,3,0,1,0,0,0,0,1,0
39,91008.66,7,699,0.2894,0,5,0.2438,0.0,29500.0,0.126,36,11.41872093371122,10.292179440058462,0.21817120968765183,0.32414497697252104,988.3,0.13031287352214613,0.0,202.29059999999998,0,2,1,1,0,0,0,0,0,0,1,0
54,77203.51,3,635,0.6347,1,4,0.1606,0.0,27100.0,0.1824,36,11.254213153995623,10.207325906555994,0.14893711277437083,0.3510203098278822,983.0,0.15279098061733204,0.6347,403.03450000000004,0,1,1,2,0,1,0,0,0,1,0,0
50,58386.81,3,697,0.432,0,5,0.5319,4.0,3500.0,0.0948,60,10.974862414151866,8.160803920954665,0.4265087950365134,0.059945045807434934,73.47,0.015099985767333408,0.0,301.104,1,2,3,2,0,1,1,0,0,0,0,0
37,30867.52,5,770,0.1942,0,8,0.2611,0.0,24500.0,0.0736,36,10.337492173360184,10.106469212026385,0.23198435597969175,0.7937145582152373,760.53,0.29566223655155965,0.0,149.53400000000002,0,3,1,1,0,0,1,0,0,0,0,0
48,78487.69,5,651,0.0664,0,10,0.2493,0.0,21000.0,0.1534,36,11.270709816957373,9.952325334619427,0.2225833944556465,0.26755788073263465,731.47,0.11183460743971443,0.0,43.2264,0,1,1,2,0,0,0,0,0,1,0,0
75,33697.5,5,639,0.1877,2,8,0.1615,0.0,28800.0,0.1299,60,10.42520860496408,10.268165387743457,0.14971227322832678,0.8546628088137103,655.14,0.23330158023592254,0.3754,119.94030000000001,0,1,1,3,0,1,0,0,1,0,0,0
52,12011.44,1,406,0.4046,0,12,0.174,37.5,12400.0,0.28,60,9.393698058468988,9.425532393502772,0.1604167214059047,1.0323491604670214,386.08,0.3857122876191364,0.0,164.26760000000002,1,0,1,2,1,0,0,1,0,0,0,1
44,48027.61,5,560,0.0968,2,3,0.2732,0.0,12000.0,0.1835,60,10.779552153994413,9.392745258631441,0.2415334164258007,0.24985628058527168,307.01,0.07670837670248426,0.1936,54.208,0,0,1,2,0,0,1,0,0,0,0,1
21,79293.02,2,715,0.2108,0,6,0.1729,0.0,15000.0,0.0922,36,11.28091799494341,9.61587214452889,0.15947931454532233,0.189171758119441,478.53,0.07241948913031689,0.0,150.72199999999998,0,2,1,0,1,0,1,0,0,0,0,0
52,34721.2,7,732,0.2177,0,6,0.3961,43.9,29900.0,0.1168,36,10.45513453082217,10.305647203635566,0.33368263501246526,0.8611453521191664,988.54,0.34164948216075486,0.0,159.3564,1,2,2,2,0,1,0,0,0,0,1,1
44,32378.86,7,792,0.2232,2,7,0.6111,20.6,14900.0,0.055,36,10.385291903565701,9.60918360377546,0.47691717551480384,0.46017679436521236,449.92,0.16674583354695008,0.4464,176.7744,1,3,3,2,0,0,0,0,0,1,0,1
50,94345.09,7,674,0.024,0,3,0.219,0.0,17700.0,0.1478,60,11.454725108496534,9.781376414141157,0.1980308504991345,0.18760912730063642,419.04,0.05329879912139573,0.0,16.176000000000002,0,2,1,2,0,1,1,0,0,0,0,0
48,84017.22,3,549,0.2193,0,7,0.188,0.0,10500.0,0.195,60,11.33878895906692,9.259225769705994,0.1722712209404532,0.12497438025204832,275.27,0.03931622588797867,0.0,120.39569999999999,0,0,1,2,1,0,1,0,0,0,0,0
43,88752.45,10,753,0.3506,1,7,0.1501,45.3,29300.0,0.0979,36,11.393617579821553,10.285376924115587,0.13984889511639867,0.330131731574734,942.54,0.12743851014817056,0.3506,264.0018,1,3,1,2,0,0,0,0,0,1,0,0
56,41911.67,1,661,0.0762,0,10,0.4111,0.0,32600.0,0.1546,60,10.64334344683545,10.392098241730961,0.34436954208157794,0.7778263190180683,783.45,0.22431461213547446,0.0,50.3682,0,1,2,2,0,1,1,0,0,0,0,0
44,20183.44,3,757,0.2132,1,8,0.2843,0.0,4900.0,0.1004,36,9.912667289528395,8.497194544909547,0.25021382283687305,0.24277328344424937,158.2,0.09405730638582918,0.2132,161.3924,0,3,1,2,0,1,1,0,0,0,0,0
44,42645.97,1,723,0.5303,0,11,0.3154,52.3,34000.0,0.1462,36,10.660711507019807,10.434145214930487,0.27414080188511364,0.7972617342271732,1172.3,0.3298693874239465,0.0,383.4069,1,2,2,2,0,0,1,0,0,0,0,1
46,44506.27,10,741,0.2943,1,2,0.0865,26.0,15300.0,0.0919,60,10.703407825597294,9.635673464721814,0.08296152071434727,0.3437717876604802,319.02,0.08601574564662462,0.2943,218.0763,1,3,0,2,1,0,0,0,0,1,0,0
51,46723.58,1,850,0.4315,2,8,0.2418,74.6,2100.0,0.055,36,10.75202564351932,7.650168700845001,0.21656193994865536,0.04494518613513776,63.41,0.016285567159023344,0.863,366.775,1,4,1,2,0,1,0,0,0,1,0,0
